event_id,event_name,date,location,fight_id,division,title_fight,method,finish_round,match_time_sec,total_rounds,referee,name,id,kd,sig_str_landed,sig_str_atmpted,sig_str_acc,total_str_landed,total_str_atmpted,total_str_acc,td_landed,td_atmpted,td_acc,sub_att,ctrl,head_landed,head_atmpted,head_acc,body_landed,body_atmpted,body_acc,leg_landed,leg_atmpted,leg_acc,dist_landed,dist_atmpted,dist_acc,clinch_landed,clinch_atmpted,clinch_acc,ground_landed,ground_atmpted,ground_acc,landed_head_per,landed_body_per,landed_leg_per,landed_dist_per,landed_clinch_per,landed_ground_per,nick_name,wins,losses,draws,height,weight,reach,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg,winner,winner_id,sig_str_absorbed,td_defense,opponent_id,opponent_name,fight_number,days_since_last_fight,age_at_fight,win_flag_indicator,fight_time_min,sig_str_landed_per_min,sig_str_absorbed_per_min,td_acc_fight,is_debut,rolling_slpm_3,rolling_slpm_5,rolling_sapm_3,rolling_sapm_5,rolling_td_acc_3,rolling_td_acc_5,rolling_td_def_3,rolling_td_def_5,rolling_win_rate_3,rolling_win_rate_5
69108cb8b32efe04,UFC Fight Night: Evloev vs. Murphy,2026-03-21,"London, England, United Kingdom",43e26b46cbb51985,Light Heavyweight,0,KO/TKO Punch,1,28,3.0,Lukasz Bosacki,Austen Lane,be9bdec19b7e9ffe,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Austen Lane,13,8,0 (1 NC),198.12,92.99,203.2,orthodox,1987-11-09,,,,,,,,,Iwo Baraniewski,1c23ec2f1b71be40,10.0,1.0,1c23ec2f1b71be40,Iwo Baraniewski,7,252.0,38.36,0,0.4666666666666667,0.0,21.428571428571427,0.0,0,2.63,3.08,1.69,3.18,0.13,0.13,0.67,0.8,0.33,0.2
602bb270f2bdbf02,UFC Fight Night: Jacare vs. Brunson 2,2018-01-27,"Charlotte, North Carolina, USA",fa7cde1e2d3ae338,featherweight,0,KO/TKO,2,228,3.0,Joseph Hawes,Austin Arnett,bf0e700106d00e55,0.0,32.0,90.0,35.0,35.0,95.0,37.0,1.0,1.0,100.0,0.0,68.0,29.0,84.0,35.0,3.0,6.0,50.0,0.0,0.0,,31.0,84.0,37.0,1.0,6.0,17.0,0.0,0.0,,90.0,9.0,0.0,96.0,3.0,0.0,,16,6,0,182.88,65.77,182.88,Orthodox,1991-10-22,4.52,41.0,6.38,62.0,0.44,18.0,57.0,0.2,Cory Sandhagen,65f09bacd3957381,80.0,0.0,65f09bacd3957381,Cory Sandhagen,1,,26.27,0,8.8,3.6363636363636362,9.09090909090909,1.0,1,3.18,2.57,1.5,1.96,0.0,0.16,0.5,0.75,0.0,0.25
322a56923b396b4d,UFC Fight Night: Alvarez vs. Poirier 2,2018-07-28,"Calgary, Alberta, Canada",11c851a73ffb55ba,featherweight,0,Decision - Unanimous,3,300,3.0,Yves Lavigne,Austin Arnett,bf0e700106d00e55,0.0,23.0,68.0,33.0,23.0,68.0,34.0,0.0,4.0,0.0,0.0,0.0,22.0,67.0,33.0,1.0,1.0,100.0,0.0,0.0,,22.0,67.0,33.0,1.0,1.0,100.0,0.0,0.0,,95.0,4.0,0.0,95.0,4.0,0.0,,16,6,0,182.88,65.77,182.88,Orthodox,1991-10-22,4.52,41.0,6.38,62.0,0.44,18.0,57.0,0.2,Hakeem Dawodu,2c9d00968f818270,75.0,1.0,2c9d00968f818270,Hakeem Dawodu,2,182.0,26.77,0,15.0,1.5333333333333334,5.0,0.0,0,2.17,2.88,4.9,3.54,0.5,0.34,0.0,0.5,0.0,0.25
aa3153a9941b4d44,UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"Buenos Aires, Buenos Aires, Argentina",85f85003fadf7a7b,featherweight,0,Decision - Unanimous,3,300,3.0,Keith Peterson,Austin Arnett,bf0e700106d00e55,0.0,74.0,116.0,63.0,95.0,139.0,68.0,1.0,6.0,16.0,0.0,358.0,43.0,73.0,59.0,30.0,41.0,73.0,1.0,2.0,50.0,40.0,72.0,56.0,16.0,22.0,73.0,18.0,22.0,82.0,58.0,40.0,1.0,54.0,21.0,24.0,,16,6,0,182.88,65.77,182.88,Orthodox,1991-10-22,4.52,41.0,6.38,62.0,0.44,18.0,57.0,0.2,Austin Arnett,bf0e700106d00e55,30.0,0.33333333333333337,2c2caf2f2bab9df5,Humberto Bandenay,3,112.0,27.07,1,15.0,4.933333333333334,2.0,0.16666666666666666,0,2.58,2.88,7.05,4.27,0.5,0.25,0.5,0.5,0.0,0.0
b5882371e2a3900d,UFC 234: Adesanya vs. Silva,2019-02-09,"Melbourne, Victoria, Australia",49f7186e1e3cf6c8,featherweight,0,Decision - Unanimous,3,300,3.0,Greg Kleynjans,Austin Arnett,bf0e700106d00e55,0.0,77.0,209.0,36.0,78.0,210.0,37.0,0.0,0.0,,0.0,0.0,72.0,201.0,36.0,3.0,6.0,50.0,2.0,2.0,100.0,76.0,208.0,37.0,1.0,1.0,100.0,0.0,0.0,,93.0,3.0,2.0,98.0,1.0,0.0,,16,6,0,182.88,65.77,182.88,Orthodox,1991-10-22,4.52,41.0,6.38,62.0,0.44,18.0,57.0,0.2,Shane Young,4cd8b03aee1d0138,120.0,1.0,4cd8b03aee1d0138,Shane Young,4,84.0,27.3,0,15.0,5.133333333333334,8.0,0.0,0,3.37,2.7,5.36,4.2,0.39,0.29,0.44,0.33,0.33,0.25
81ddc98fceb30086,UFC Fight Night: Dern vs. Ribas 2,2025-01-11,"Las Vegas, Nevada, USA",03c1865919daeaa4,featherweight,0,Decision - Unanimous,3,300,3.0,Chris Tognoni,Austin Bashi,d3f89fa685bd8420,0.0,23.0,50.0,46.0,32.0,60.0,53.0,3.0,18.0,16.0,0.0,341.0,12.0,34.0,35.0,9.0,11.0,82.0,2.0,5.0,40.0,17.0,43.0,40.0,5.0,6.0,83.0,1.0,1.0,100.0,52.0,39.0,8.0,73.0,21.0,4.0,,14,1,0,167.64,65.77,177.8,Orthodox,2001-09-29,1.75,47.0,2.34,48.0,7.81,41.0,62.0,1.7,Christian Rodriguez,5ec591b78349ba7e,44.0,0.5,5ec591b78349ba7e,Christian Rodriguez,1,,23.29,0,15.0,1.5333333333333334,2.933333333333333,0.16666666666666666,1,3.23,3.37,3.5,5.36,0.08,0.39,0.67,0.44,0.5,0.33
f2c934689243fe4e,UFC Fight Night: Taira vs. Park,2025-08-02,"Las Vegas, Nevada, USA",07c2af68b6dbc4ec,featherweight,0,Submission,1,219,3.0,Mark Smith,Austin Bashi,d3f89fa685bd8420,0.0,2.0,7.0,28.0,48.0,67.0,72.0,1.0,1.0,100.0,1.0,173.0,2.0,7.0,28.0,0.0,0.0,,0.0,0.0,,2.0,6.0,33.0,0.0,0.0,,0.0,1.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,,14,1,0,167.64,65.77,177.8,Orthodox,2001-09-29,1.75,47.0,2.34,48.0,7.81,41.0,62.0,1.7,Austin Bashi,d3f89fa685bd8420,0.0,1.0,450bcab0968562c4,John Yannis,2,203.0,23.84,1,3.65,0.547945205479452,0.0,1.0,0,3.23,2.91,2.47,4.76,0.17,0.33,0.42,0.46,0.5,0.25
f354c50b8d63d9b3,UFC Fight Night: Du Plessis vs. Usman,2026-07-18,"Oklahoma City, Oklahoma, USA",3bd159c1bed14700,Featherweight,0,U-DEC,3,300,3.0,Kerry Hatley,Austin Bashi,7d6ceff6747f2de2,1.0,35.0,85.0,41.18,70.0,126.0,55.56,1.0,3.0,33.33,0.0,114.0,22.0,70.0,31.43,9.0,11.0,81.82,4.0,4.0,100.0,29.0,78.0,37.18,5.0,6.0,83.33,1.0,1.0,100.0,62.85714285714285,25.71428571428571,11.428571428571429,82.85714285714286,14.285714285714285,2.857142857142857,Jose Delgado,12,2,0,180.34,65.77,185.42,switch,1998-04-21,,,,,,,,,Jose Delgado,d3f89fa685bd8420,32.0,0.7857142857142857,d3f89fa685bd8420,Jose Delgado,3,350.0,28.24,0,15.0,2.3333333333333335,2.1333333333333333,0.3333333333333333,0,1.04,2.14,1.47,2.48,0.58,0.33,0.75,0.71,0.5,0.5
6b8f28da9a483049,UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,"Rochester, New York, USA",65c1ca715dfdbe05,lightweight,0,Decision - Unanimous,3,300,3.0,Keith Peterson,Austin Hubbard,d2cd7a69cc55e7ed,0.0,44.0,116.0,37.0,46.0,119.0,39.0,0.0,0.0,,0.0,49.0,19.0,73.0,26.0,8.0,24.0,33.0,17.0,19.0,89.0,40.0,111.0,36.0,2.0,3.0,67.0,2.0,2.0,100.0,43.0,18.0,38.0,90.0,4.0,4.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,Davi Ramos,0052de90691d4a93,63.0,0.5714285714285714,0052de90691d4a93,Davi Ramos,1,,27.4,0,15.0,2.933333333333333,4.2,0.0,1,1.04,2.34,1.47,1.64,0.58,0.44,0.75,0.61,0.5,0.67
4834ff149dc9542a,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",acf658afda38d8af,lightweight,0,Decision - Unanimous,3,300,3.0,Kevin Dornan,Austin Hubbard,d2cd7a69cc55e7ed,0.0,51.0,112.0,45.0,136.0,239.0,56.0,3.0,5.0,60.0,0.0,342.0,20.0,68.0,28.0,14.0,26.0,54.0,17.0,18.0,94.0,41.0,100.0,41.0,0.0,0.0,,10.0,12.0,83.0,39.0,27.0,33.0,80.0,0.0,19.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,Austin Hubbard,d2cd7a69cc55e7ed,44.0,1.0,873626e5547b5235,Kyle Prepolec,2,119.0,27.73,1,15.0,3.4,2.933333333333333,0.6,0,1.74,1.67,2.1,2.38,0.5,0.39,0.79,0.69,0.5,0.33
0b5b6876c2a4723f,UFC 248: Adesanya vs. Romero,2020-03-07,"Las Vegas, Nevada, USA",60c441c5838dfac2,lightweight,0,Decision - Unanimous,3,300,3.0,Chris Tognoni,Austin Hubbard,d2cd7a69cc55e7ed,0.0,41.0,75.0,54.0,45.0,79.0,56.0,0.0,0.0,,0.0,0.0,25.0,48.0,52.0,8.0,14.0,56.0,8.0,13.0,62.0,37.0,67.0,55.0,4.0,8.0,50.0,0.0,0.0,,60.0,19.0,19.0,90.0,9.0,0.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,Mark Madsen,da0995f19b749cfa,15.0,0.33333333333333337,da0995f19b749cfa,Mark Madsen,3,175.0,28.21,0,15.0,2.7333333333333334,1.0,0.0,0,3.17,2.1,3.57,2.52,0.3,0.44,0.79,0.77,0.5,0.5
2eab7a6c8b0ed8cc,UFC Fight Night: Blaydes vs. Volkov,2020-06-20,"Las Vegas, Nevada, USA",d333a6c34ff16397,lightweight,0,TKO - Doctor's Stoppage,2,300,3.0,Mark Smith,Austin Hubbard,d2cd7a69cc55e7ed,0.0,58.0,101.0,57.0,59.0,102.0,57.0,0.0,0.0,,0.0,0.0,28.0,54.0,52.0,15.0,30.0,50.0,15.0,17.0,88.0,55.0,96.0,56.0,3.0,5.0,60.0,0.0,0.0,,48.0,25.0,25.0,94.0,5.0,0.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,Austin Hubbard,d2cd7a69cc55e7ed,17.0,0.6666666666666667,59a27d2e6d0802ac,Max Rohskopf,4,105.0,28.5,1,10.0,5.8,1.7,0.0,0,3.02,2.4,2.71,2.03,0.2,0.4,0.63,0.73,0.33,0.5
af1e5c64b8663aa0,UFC Fight Night: Munhoz vs. Edgar,2020-08-22,"Las Vegas, Nevada, USA",23e548f618dd0e5f,lightweight,0,Submission,1,231,3.0,Herb Dean,Austin Hubbard,d2cd7a69cc55e7ed,0.0,9.0,14.0,64.0,9.0,14.0,64.0,0.0,0.0,,0.0,0.0,2.0,5.0,40.0,4.0,5.0,80.0,3.0,4.0,75.0,6.0,11.0,55.0,3.0,3.0,100.0,0.0,0.0,,22.0,44.0,33.0,66.0,33.0,0.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,Joe Solecki,af65aa688d13eedf,13.0,1.0,af65aa688d13eedf,Joe Solecki,5,63.0,28.67,0,3.85,2.3376623376623376,3.3766233766233764,0.0,0,3.98,3.72,1.88,2.46,0.2,0.15,0.67,0.64,0.67,0.5
4a35913bd9aa4161,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,"Las Vegas, Nevada, USA",8d634c9240f161dd,lightweight,0,Decision - Unanimous,3,300,3.0,Keith Peterson,Austin Hubbard,d2cd7a69cc55e7ed,0.0,67.0,115.0,58.0,126.0,181.0,70.0,1.0,1.0,100.0,0.0,402.0,32.0,76.0,42.0,10.0,12.0,83.0,25.0,27.0,93.0,49.0,91.0,54.0,2.0,3.0,67.0,16.0,21.0,76.0,47.0,14.0,37.0,73.0,2.0,23.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,Austin Hubbard,d2cd7a69cc55e7ed,41.0,0.8333333333333334,3033c1c080672475,Dakota Bush,6,238.0,29.32,1,15.0,4.466666666666667,2.7333333333333334,1.0,0,3.62,3.44,2.03,2.64,0.0,0.12,0.67,0.71,0.33,0.4
2f13e4020cea5b38,UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",755d84d5f4aa4dbf,lightweight,0,Decision - Unanimous,3,300,3.0,Keith Peterson,Austin Hubbard,d2cd7a69cc55e7ed,0.0,56.0,152.0,36.0,66.0,171.0,39.0,4.0,7.0,57.0,0.0,134.0,29.0,110.0,26.0,17.0,31.0,55.0,10.0,11.0,91.0,51.0,145.0,35.0,4.0,6.0,67.0,1.0,1.0,100.0,51.0,30.0,17.0,91.0,7.0,1.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,Vinc Pichel,c77a953488e5607d,71.0,1.0,c77a953488e5607d,Vinc Pichel,7,126.0,29.66,0,15.0,3.7333333333333334,4.733333333333333,0.5714285714285714,0,4.2,3.75,2.6,2.35,0.33,0.32,0.83,0.77,0.67,0.6
2719f300b0439039,UFC 292: Sterling vs. O'Malley,2023-08-19,"Boston, Massachusetts, USA",62d53ad8f8769666,lightweight,0,Submission,2,159,3.0,John English,Austin Hubbard,d2cd7a69cc55e7ed,0.0,44.0,107.0,41.0,61.0,125.0,49.0,2.0,6.0,33.0,0.0,143.0,25.0,86.0,28.0,17.0,19.0,89.0,2.0,2.0,100.0,31.0,87.0,36.0,9.0,12.0,75.0,4.0,8.0,50.0,56.0,38.0,4.0,70.0,20.0,9.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,Kurt Holobaugh,a7151778b3381036,61.0,1.0,a7151778b3381036,Kurt Holobaugh,8,728.0,31.66,0,7.65,5.751633986928105,7.973856209150326,0.3333333333333333,0,3.51,3.81,3.61,2.71,0.52,0.31,0.94,0.77,0.33,0.4
a16ce18149021139,UFC Fight Night: Nicolau vs. Perez,2024-04-27,"Las Vegas, Nevada, USA",681cd3cc6299d652,lightweight,0,Decision - Unanimous,3,300,3.0,Chris Tognoni,Austin Hubbard,d2cd7a69cc55e7ed,0.0,88.0,206.0,42.0,99.0,220.0,45.0,3.0,7.0,42.0,0.0,48.0,55.0,162.0,34.0,22.0,29.0,76.0,11.0,15.0,73.0,85.0,203.0,42.0,3.0,3.0,100.0,0.0,0.0,,62.0,25.0,12.0,96.0,3.0,0.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,Austin Hubbard,d2cd7a69cc55e7ed,92.0,1.0,b4c57a8c2b773e82,Michal Figlak,9,252.0,32.35,1,15.0,5.866666666666666,6.133333333333334,0.42857142857142855,0,4.65,4.42,5.15,4.1,0.63,0.38,0.94,0.9,0.33,0.4
eee8efec7b951d84,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,"Salt Lake City, Utah, USA",e8aad69aace1d31f,lightweight,0,Decision - Split,3,300,3.0,Tyler Tomlinson,Austin Hubbard,d2cd7a69cc55e7ed,0.0,63.0,191.0,32.0,65.0,193.0,34.0,0.0,12.0,0.0,0.0,5.0,32.0,142.0,23.0,25.0,42.0,60.0,6.0,7.0,86.0,60.0,177.0,34.0,3.0,14.0,21.0,0.0,0.0,,50.0,39.0,9.0,95.0,4.0,0.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,Alexander Hernandez,262a7d06203657e6,79.0,1.0,262a7d06203657e6,Alexander Hernandez,10,161.0,32.79,0,15.0,4.2,5.266666666666667,0.0,0,5.12,4.43,6.28,4.99,0.44,0.47,1.0,0.97,0.33,0.4
0f7210aa8d61af8d,UFC Fight Night: Moreno vs. Erceg,2025-03-29,"Mexico City, Distrito Federal, Mexico",9f66d450af690df5,lightweight,0,Decision - Split,3,300,3.0,Horacio Lopez Villanueva,Austin Hubbard,d2cd7a69cc55e7ed,0.0,26.0,65.0,40.0,62.0,121.0,51.0,2.0,9.0,22.0,1.0,454.0,16.0,51.0,31.0,6.0,9.0,67.0,4.0,5.0,80.0,22.0,60.0,37.0,3.0,3.0,100.0,1.0,2.0,50.0,61.0,23.0,15.0,84.0,11.0,3.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,MarQuel Mederos,e2be0c1a9b886d92,44.0,1.0,e2be0c1a9b886d92,MarQuel Mederos,11,175.0,33.27,0,15.0,1.7333333333333334,2.933333333333333,0.2222222222222222,0,5.27,4.8,6.46,5.37,0.25,0.47,1.0,0.97,0.33,0.4
754968e325d6f60d,UFC Fight Night: Walker vs. Zhang,2025-08-23,"Shanghai, Hebei, China",f55749e32ce5c6f3,lightweight,0,Decision - Unanimous,3,300,3.0,Vitor Ribeiro,Austin Hubbard,d2cd7a69cc55e7ed,0.0,75.0,226.0,33.0,77.0,228.0,34.0,2.0,12.0,16.0,0.0,62.0,43.0,169.0,25.0,30.0,54.0,56.0,2.0,3.0,67.0,71.0,215.0,33.0,4.0,10.0,40.0,0.0,1.0,0.0,57.0,40.0,2.0,94.0,5.0,0.0,Thud,17,10,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,Rongzhu,a13d755965a4ec9f,101.0,1.0,a13d755965a4ec9f,Rongzhu,12,147.0,33.67,0,15.0,5.0,6.733333333333333,0.16666666666666666,0,3.93,4.26,4.78,5.41,0.22,0.31,1.0,1.0,0.33,0.2
b26d3e3746fb4024,UFC 247: Jones vs. Reyes,2020-02-08,"Houston, Texas, USA",a6441acec6718f03,featherweight,0,Decision - Unanimous,3,300,3.0,Jeff Rexroad,Austin Lingo,305d73ede05e31ad,0.0,12.0,61.0,19.0,16.0,68.0,24.0,1.0,1.0,100.0,0.0,85.0,5.0,47.0,11.0,5.0,10.0,50.0,2.0,4.0,50.0,11.0,56.0,20.0,1.0,5.0,20.0,0.0,0.0,,41.0,41.0,16.0,91.0,8.0,0.0,Lights Out,9,3,0,177.8,65.77,177.8,Orthodox,1994-07-10,3.86,37.0,4.86,57.0,0.43,66.0,75.0,0.0,Youssef Zalal,52c2ae6d2f2d2613,31.0,0.5,52c2ae6d2f2d2613,Youssef Zalal,1,,25.58,0,15.0,0.8,2.066666666666667,1.0,1,2.97,4.39,4.1,5.58,0.11,0.25,1.0,1.0,0.0,0.25
307064d3e0f036c2,UFC Fight Night: Holloway vs. Kattar,2021-01-16,"Abu Dhabi, Abu Dhabi, United Arab Emirates",3d903bc35023f50a,featherweight,0,Decision - Unanimous,3,300,3.0,Marc Goddard,Austin Lingo,305d73ede05e31ad,1.0,95.0,182.0,52.0,110.0,197.0,56.0,1.0,2.0,50.0,0.0,230.0,81.0,166.0,49.0,10.0,12.0,83.0,4.0,4.0,100.0,93.0,177.0,53.0,2.0,4.0,50.0,0.0,1.0,0.0,85.0,10.0,4.0,97.0,2.0,0.0,Lights Out,9,3,0,177.8,65.77,177.8,Orthodox,1994-07-10,3.86,37.0,4.86,57.0,0.43,66.0,75.0,0.0,Austin Lingo,305d73ede05e31ad,64.0,0.9444444444444444,637bd06c32219f0b,Jacob Kilburn,2,343.0,26.52,1,15.0,6.333333333333333,4.266666666666667,0.5,0,1.27,3.15,2.5,4.1,0.61,0.41,0.75,0.88,0.0,0.25
2f13e4020cea5b38,UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,"Las Vegas, Nevada, USA",12d2b282561b5e5f,featherweight,0,Decision - Unanimous,3,300,3.0,Herb Dean,Austin Lingo,305d73ede05e31ad,1.0,73.0,181.0,40.0,74.0,185.0,40.0,0.0,0.0,,0.0,91.0,45.0,143.0,31.0,23.0,32.0,72.0,5.0,6.0,83.0,73.0,179.0,41.0,0.0,2.0,0.0,0.0,0.0,,61.0,31.0,6.0,100.0,0.0,0.0,Lights Out,9,3,0,177.8,65.77,177.8,Orthodox,1994-07-10,3.86,37.0,4.86,57.0,0.43,66.0,75.0,0.0,Austin Lingo,305d73ede05e31ad,77.0,1.0,12e0fdc606f7e274,Luis Saldana,3,217.0,27.12,1,15.0,4.866666666666666,5.133333333333334,0.0,0,3.57,3.27,3.17,3.63,0.75,0.43,0.72,0.86,0.5,0.25
aec273fcb765330d,UFC Fight Night: Vera vs. Sandhagen,2023-03-25,"San Antonio, Texas, USA",bce8ece2ff26b4d4,featherweight,0,Submission,2,251,3.0,Jason Herzog,Austin Lingo,305d73ede05e31ad,0.0,48.0,146.0,32.0,50.0,148.0,34.0,0.0,0.0,,0.0,0.0,28.0,116.0,24.0,17.0,26.0,65.0,3.0,4.0,75.0,48.0,146.0,33.0,0.0,0.0,,0.0,0.0,,58.0,35.0,6.0,100.0,0.0,0.0,Lights Out,9,3,0,177.8,65.77,177.8,Orthodox,1994-07-10,3.86,37.0,4.86,57.0,0.43,66.0,75.0,0.0,Nate Landwehr,583ee11abddfc581,64.0,0.5,583ee11abddfc581,Nate Landwehr,4,581.0,28.71,0,9.183333333333334,5.226860254083484,6.969147005444646,0.0,0,4.0,3.43,3.82,3.6,0.5,0.43,0.81,0.86,0.67,0.5
c9885b1b7c7055a0,UFC Fight Night: Holm vs. Bueno Silva,2023-07-15,"Las Vegas, Nevada, USA",b4cc389bb4af3707,featherweight,0,Decision - Unanimous,3,300,3.0,Keith Peterson,Austin Lingo,305d73ede05e31ad,0.0,39.0,139.0,28.0,39.0,140.0,28.0,0.0,0.0,,0.0,0.0,24.0,114.0,21.0,11.0,17.0,65.0,4.0,8.0,50.0,39.0,139.0,28.0,0.0,0.0,,0.0,0.0,,61.0,28.0,10.0,100.0,0.0,0.0,Lights Out,9,3,0,177.8,65.77,177.8,Orthodox,1994-07-10,3.86,37.0,4.86,57.0,0.43,66.0,75.0,0.0,Melquizael Costa,20bccc9bb4ceb23e,100.0,0.625,20bccc9bb4ceb23e,Melquizael Costa,5,112.0,29.01,0,15.0,2.6,6.666666666666667,0.0,0,5.48,4.31,5.46,4.61,0.17,0.38,0.81,0.74,0.67,0.5
e29cf523ebd155c5,UFC Fight Night: Smith vs. Rakic,2020-08-29,"Las Vegas, Nevada, USA",d43c007dab9c51b0,featherweight,0,Submission,1,218,3.0,Chris Tognoni,Austin Springer,37cc294027f55e4d,0.0,14.0,32.0,43.0,14.0,32.0,44.0,0.0,1.0,0.0,0.0,3.0,3.0,17.0,18.0,2.0,5.0,40.0,9.0,10.0,90.0,13.0,31.0,42.0,1.0,1.0,100.0,0.0,0.0,,21.0,14.0,64.0,92.0,7.0,0.0,,12,4,0,172.72,65.77,180.34,Orthodox,1987-05-12,3.54,57.0,3.15,41.0,3.37,40.0,100.0,0.8,Alex Caceres,7aa3d6964eff4877,18.0,1.0,7aa3d6964eff4877,Alex Caceres,1,,33.3,0,3.6333333333333333,3.853211009174312,4.954128440366972,0.0,1,5.05,4.31,6.05,4.61,0.0,0.38,0.75,0.74,0.5,0.5
c50ea21fe9ef478d,UFC Fight Night: Cejudo vs. Song,2025-02-22,"Seattle, Washington, USA",615f7f894bafad82,catch weight,0,KO/TKO,2,253,3.0,Kevin MacDonald,Austin Vanderford,32c3ee378671a5d9,0.0,39.0,52.0,75.0,102.0,121.0,84.0,2.0,4.0,50.0,1.0,441.0,37.0,50.0,74.0,1.0,1.0,100.0,1.0,1.0,100.0,3.0,8.0,38.0,0.0,0.0,,36.0,44.0,82.0,94.0,2.0,2.0,7.0,0.0,92.0,The Gentleman,13,3,0,180.34,77.11,187.96,Orthodox,1990-03-21,3.04,59.0,2.71,48.0,3.08,35.0,100.0,1.2,Austin Vanderford,32c3ee378671a5d9,5.0,1.0,0f1efce7d2571d10,Nikolay Veretennikov,1,,34.93,1,9.216666666666667,4.231464737793852,0.5424954792043399,0.5,1,5.23,5.48,6.97,5.46,0.0,0.17,0.5,0.81,0.0,0.67
8944a0f9b2f0ce6d,UFC 320: Ankalaev vs. Pereira 2,2025-10-04,"Las Vegas, Nevada, USA",b98bc1ecb94ef4a5,welterweight,0,Submission,2,144,3.0,Mark Smith,Austin Vanderford,32c3ee378671a5d9,0.0,5.0,16.0,31.0,13.0,24.0,54.0,3.0,6.0,50.0,0.0,203.0,4.0,14.0,28.0,0.0,1.0,0.0,1.0,1.0,100.0,4.0,15.0,27.0,0.0,0.0,,1.0,1.0,100.0,80.0,0.0,20.0,80.0,0.0,20.0,The Gentleman,13,3,0,180.34,77.11,187.96,Orthodox,1990-03-21,3.04,59.0,2.71,48.0,3.08,35.0,100.0,1.2,Ramiz Brahimaj,3d074044a33825e7,21.0,1.0,3d074044a33825e7,Ramiz Brahimaj,2,224.0,35.54,0,7.4,0.6756756756756757,2.8378378378378377,0.5,0,4.23,4.77,0.54,4.21,0.5,0.17,1.0,0.83,1.0,0.67
6e380a4d73ab4f0e,UFC Fight Night: Imavov vs. Borralho,2025-09-06,"Paris, Ile-de-France, France",a47123ae6e048f11,welterweight,0,KO/TKO,3,122,3.0,Herb Dean,Axel Sola,1d2d98ddd05b38fb,1.0,45.0,105.0,42.0,52.0,114.0,46.0,1.0,4.0,25.0,0.0,185.0,40.0,94.0,43.0,5.0,11.0,45.0,0.0,0.0,,36.0,94.0,38.0,5.0,7.0,71.0,4.0,4.0,100.0,88.0,11.0,0.0,80.0,11.0,8.0,,11,0,1,187.96,77.11,187.96,Southpaw,1997-09-17,3.74,42.0,2.74,75.0,1.25,25.0,0.0,0.0,Axel Sola,1d2d98ddd05b38fb,33.0,1.0,f748267c4ab6c127,Rhys McKee,1,,27.97,1,12.033333333333333,3.739612188365651,2.742382271468144,0.25,1,4.23,4.73,0.54,3.76,0.5,0.25,1.0,0.75,1.0,0.5
